Counter,Date/time,Location,Temperature,Humidity,acc_x,acc_y,acc_z,yaw,pitch,roll,gyro_x,gyro_y,gyro_z
137,2022-04-16 15:07:46.142777,IERS2010 latitude +29.4235 N longitude 3.4325 E elevation 419053.6 m,35.0269,28.6183,0.019,0.031,0.014,34.526,330.64,67.703,0.002,0.001,-0.002
138,2022-04-16 15:07:50.310177,IERS2010 latitude +29.2339 N longitude 3.6338 E elevation 419038.6 m,34.938,28.551,0.02,0.032,0.014,33.727,330.253,67.609,0.003,-0.0,-0.001
139,2022-04-16 15:07:54.470483,IERS2010 latitude +29.0435 N longitude 3.8347 E elevation 419023.6 m,35.0447,28.9243,0.02,0.031,0.01,34.045,330.168,67.813,0.001,-0.001,-0.001
140,2022-04-16 15:07:58.630991,IERS2010 latitude +28.8530 N longitude 4.0346 E elevation 419008.8 m,35.0803,28.7683,0.02,0.032,0.015,33.717,330.146,67.39,0.0,-0.0,-0.001
141,2022-04-16 15:08:02.806359,IERS2010 latitude +28.6619 N longitude 4.2339 E elevation 418994.2 m,34.938,28.6398,0.019,0.032,0.014,33.302,329.664,66.675,-0.001,0.001,-0.001
142,2022-04-16 15:08:06.967785,IERS2010 latitude +28.4701 N longitude 4.4328 E elevation 418979.8 m,34.938,28.6428,0.024,0.031,0.011,33.205,329.416,66.365,-0.0,-0.0,-0.0
143,2022-04-16 15:08:12.127330,IERS2010 latitude +28.2318 N longitude 4.6783 E elevation 418962.1 m,34.9203,29.0528,0.02,0.03,0.014,32.285,329.214,66.261,-0.001,-0.001,-0.001
144,2022-04-16 15:08:16.302907,IERS2010 latitude +28.0400 N longitude 4.8747 E elevation 418948.1 m,34.9558,28.9151,0.02,0.032,0.012,32.049,328.823,66.666,-0.001,-0.001,-0.0
145,2022-04-16 15:08:20.460164,IERS2010 latitude +27.8472 N longitude 5.0709 E elevation 418934.3 m,34.938,29.013,0.019,0.032,0.013,31.183,328.904,67.328,-0.002,-0.001,0.002
146,2022-04-16 15:08:24.617353,IERS2010 latitude +27.6549 N longitude 5.2656 E elevation 418920.7 m,34.9736,28.8356,0.021,0.032,0.014,31.058,329.083,67.261,-0.0,-0.001,0.002
147,2022-04-16 15:08:28.776471,IERS2010 latitude +27.4617 N longitude 5.4602 E elevation 418907.2 m,34.9914,28.7713,0.021,0.031,0.014,30.389,329.118,67.653,0.001,-0.002,0.002
148,2022-04-16 15:08:32.947811,IERS2010 latitude +27.2684 N longitude 5.6537 E elevation 418894.0 m,34.9914,28.8692,0.02,0.032,0.014,30.079,329.027,66.928,-0.004,-0.0,-0.001
149,2022-04-16 15:08:37.100144,IERS2010 latitude +27.0746 N longitude 5.8468 E elevation 418881.0 m,34.9558,28.6,0.019,0.032,0.013,29.701,328.539,66.622,-0.001,-0.002,0.0
150,2022-04-16 15:08:42.252130,IERS2010 latitude +26.8339 N longitude 6.0850 E elevation 418865.1 m,34.9558,28.5694,0.022,0.03,0.015,29.608,328.689,66.674,0.0,0.001,0.0
151,2022-04-16 15:08:46.412146,IERS2010 latitude +26.6401 N longitude 6.2757 E elevation 418852.6 m,34.8847,28.8723,0.018,0.032,0.014,29.957,328.838,65.733,0.001,0.001,0.001
152,2022-04-16 15:08:50.586433,IERS2010 latitude +26.4452 N longitude 6.4665 E elevation 418840.3 m,34.8314,28.8601,0.02,0.031,0.014,29.751,328.634,65.573,-0.001,-0.003,-0.0
153,2022-04-16 15:08:54.738850,IERS2010 latitude +26.2498 N longitude 6.6568 E elevation 418828.2 m,34.9203,28.6153,0.019,0.033,0.013,29.568,329.063,65.954,0.002,-0.0,-0.0
154,2022-04-16 15:08:58.890565,IERS2010 latitude +26.0549 N longitude 6.8456 E elevation 418816.3 m,34.9558,28.8815,0.02,0.031,0.016,28.218,329.485,66.23,-0.002,-0.001,0.0
155,2022-04-16 15:09:03.052091,IERS2010 latitude +25.8596 N longitude 7.0338 E elevation 418804.7 m,34.938,28.7377,0.02,0.031,0.013,28.246,329.317,66.366,0.001,-0.0,-0.002
156,2022-04-16 15:09:07.226663,IERS2010 latitude +25.6636 N longitude 7.2216 E elevation 418793.2 m,34.9025,28.7713,0.021,0.031,0.015,27.66,329.613,66.238,-0.001,0.0,-0.0
157,2022-04-16 15:09:11.387991,IERS2010 latitude +25.4669 N longitude 7.4093 E elevation 418782.0 m,34.938,28.8692,0.025,0.03,0.012,27.895,329.74,67.112,0.002,0.001,0.0
158,2022-04-16 15:09:15.550179,IERS2010 latitude +25.2703 N longitude 7.5960 E elevation 418771.1 m,34.8847,28.958,0.021,0.031,0.014,26.967,329.761,67.233,-0.001,-0.001,0.0
159,2022-04-16 15:09:19.722845,IERS2010 latitude +25.0734 N longitude 7.7819 E elevation 418760.3 m,34.9025,28.6245,0.02,0.03,0.014,26.857,329.79,67.338,0.0,0.001,-0.001
160,2022-04-16 15:09:23.876112,IERS2010 latitude +24.8761 N longitude 7.9673 E elevation 418749.9 m,34.7958,28.7193,0.016,0.034,0.014,26.871,329.939,67.384,-0.001,0.001,-0.002
161,2022-04-16 15:09:28.029533,IERS2010 latitude +24.6790 N longitude 8.1517 E elevation 418739.6 m,34.8847,28.8203,0.02,0.031,0.013,26.588,329.905,67.296,-0.001,-0.002,-0.0
162,2022-04-16 15:09:33.234744,IERS2010 latitude +24.4314 N longitude 8.3821 E elevation 418727.2 m,34.9736,28.5174,0.018,0.031,0.013,27.096,329.817,66.802,-0.004,0.0,0.001
163,2022-04-16 15:09:37.403664,IERS2010 latitude +24.2341 N longitude 8.5645 E elevation 418717.6 m,34.938,28.9212,0.019,0.032,0.015,26.586,329.919,66.693,0.001,-0.001,-0.002
164,2022-04-16 15:09:42.568399,IERS2010 latitude +23.9875 N longitude 8.7915 E elevation 418705.9 m,35.0269,28.8386,0.023,0.031,0.016,26.093,329.668,66.182,0.001,-0.002,0.0
165,2022-04-16 15:09:46.722961,IERS2010 latitude +23.7893 N longitude 8.9730 E elevation 418696.9 m,34.9558,28.7958,0.019,0.032,0.015,25.875,329.851,66.046,0.001,-0.0,0.001
166,2022-04-16 15:09:50.876608,IERS2010 latitude +23.5906 N longitude 9.1541 E elevation 418688.1 m,34.8136,28.8019,0.02,0.032,0.015,25.502,330.074,67.074,0.002,-0.002,-0.001
167,2022-04-16 15:09:55.050162,IERS2010 latitude +23.3917 N longitude 9.3344 E elevation 418679.5 m,34.9025,27.7739,0.02,0.032,0.013,25.01,330.121,67.662,-0.002,0.001,0.0
168,2022-04-16 15:09:59.200197,IERS2010 latitude +23.1919 N longitude 9.5149 E elevation 418671.3 m,34.8847,28.7713,0.018,0.031,0.014,24.619,330.168,67.553,0.002,-0.001,-0.001
169,2022-04-16 15:10:03.377541,IERS2010 latitude +22.9928 N longitude 9.6938 E elevation 418663.3 m,34.9558,28.8019,0.019,0.031,0.014,24.051,330.126,67.94,-0.001,-0.001,0.0
170,2022-04-16 15:10:07.535779,IERS2010 latitude +22.7924 N longitude 9.8732 E elevation 418655.6 m,34.9025,28.8937,0.019,0.031,0.013,22.904,330.744,68.196,-0.0,0.0,-0.001
171,2022-04-16 15:10:11.682165,IERS2010 latitude +22.5926 N longitude 10.0512 E elevation 418648.1 m,34.9558,29.1844,0.023,0.031,0.014,22.844,330.799,68.166,0.0,0.001,0.0
172,2022-04-16 15:10:15.841891,IERS2010 latitude +22.3928 N longitude 10.2284 E elevation 418641.0 m,34.8669,28.8356,0.019,0.031,0.016,22.071,330.842,68.414,0.0,-0.002,-0.0
173,2022-04-16 15:10:20.011813,IERS2010 latitude +22.1923 N longitude 10.4056 E elevation 418634.2 m,34.9558,29.0069,0.02,0.031,0.014,22.046,330.512,67.962,-0.001,-0.002,0.0
174,2022-04-16 15:10:24.170671,IERS2010 latitude +21.9912 N longitude 10.5824 E elevation 418627.6 m,34.8669,28.701,0.021,0.031,0.013,21.562,330.04,67.712,0.002,-0.002,-0.0
175,2022-04-16 15:10:28.330712,IERS2010 latitude +21.7904 N longitude 10.7583 E elevation 418621.3 m,34.9736,29.0834,0.021,0.031,0.014,20.859,330.262,67.914,-0.003,0.001,0.001
176,2022-04-16 15:10:32.498823,IERS2010 latitude +21.5890 N longitude 10.9339 E elevation 418615.4 m,34.8847,28.7438,0.02,0.031,0.014,20.485,329.962,67.576,0.001,-0.001,0.001
177,2022-04-16 15:10:36.656174,IERS2010 latitude +21.3874 N longitude 11.1089 E elevation 418609.7 m,34.9736,28.8111,0.021,0.031,0.015,19.496,329.966,67.283,-0.005,-0.002,-0.0
178,2022-04-16 15:10:40.821134,IERS2010 latitude +21.1858 N longitude 11.2833 E elevation 418604.3 m,34.9558,28.9335,0.02,0.031,0.016,18.616,329.698,66.777,0.001,-0.002,-0.001
179,2022-04-16 15:10:44.995174,IERS2010 latitude +20.9834 N longitude 11.4577 E elevation 418599.2 m,34.9203,28.8325,0.027,0.033,0.013,17.735,329.444,67.529,-0.001,-0.001,-0.002
180,2022-04-16 15:10:49.153905,IERS2010 latitude +20.7810 N longitude 11.6313 E elevation 418594.5 m,34.938,28.6428,0.019,0.032,0.012,17.571,329.347,67.942,-0.001,0.001,0.002
181,2022-04-16 15:10:53.305957,IERS2010 latitude +20.5787 N longitude 11.8042 E elevation 418590.1 m,34.9203,28.9641,0.017,0.032,0.018,17.244,329.27,67.066,-0.003,-0.0,-0.0
182,2022-04-16 15:10:58.466775,IERS2010 latitude +20.3274 N longitude 12.0179 E elevation 418585.0 m,34.8491,28.8386,0.02,0.029,0.016,16.859,329.572,66.903,0.0,-0.002,0.0
183,2022-04-16 15:11:02.640441,IERS2010 latitude +20.1250 N longitude 12.1894 E elevation 418581.3 m,34.8669,28.6336,0.021,0.031,0.014,16.599,329.467,66.361,0.0,-0.002,-0.001
184,2022-04-16 15:11:06.790514,IERS2010 latitude +19.9212 N longitude 12.3613 E elevation 418577.9 m,34.938,28.8356,0.02,0.032,0.013,16.708,329.347,66.879,0.003,-0.001,0.001
185,2022-04-16 15:11:10.968984,IERS2010 latitude +19.7187 N longitude 12.5315 E elevation 418574.8 m,34.8314,29.013,0.02,0.032,0.012,17.007,329.427,66.454,0.0,-0.0,0.001
186,2022-04-16 15:11:15.136133,IERS2010 latitude +19.5146 N longitude 12.7024 E elevation 418572.0 m,34.9025,28.8968,0.02,0.031,0.016,16.733,329.723,66.059,-0.003,0.001,-0.0
187,2022-04-16 15:11:19.292261,IERS2010 latitude +19.3106 N longitude 12.8725 E elevation 418569.6 m,34.9736,28.9335,0.02,0.031,0.016,16.774,329.959,65.386,-0.003,-0.003,-0.0
188,2022-04-16 15:11:23.456015,IERS2010 latitude +19.1070 N longitude 13.0418 E elevation 418567.5 m,34.8669,28.7071,0.02,0.031,0.015,16.726,330.01,65.558,0.001,0.0,-0.0
189,2022-04-16 15:11:27.608551,IERS2010 latitude +18.9029 N longitude 13.2108 E elevation 418565.8 m,34.7958,28.6704,0.021,0.029,0.012,16.667,329.797,66.497,-0.001,-0.002,-0.002
190,2022-04-16 15:11:31.771949,IERS2010 latitude +18.6992 N longitude 13.3789 E elevation 418564.3 m,34.8314,28.9274,0.02,0.03,0.014,16.346,329.767,66.057,-0.0,0.001,0.001
191,2022-04-16 15:11:35.930245,IERS2010 latitude +18.4946 N longitude 13.5472 E elevation 418563.3 m,34.7958,28.9396,0.02,0.032,0.014,16.615,329.787,64.982,0.002,-0.0,0.002
192,2022-04-16 15:11:40.102940,IERS2010 latitude +18.2902 N longitude 13.7146 E elevation 418562.5 m,34.8491,28.6734,0.02,0.03,0.015,16.272,329.776,65.568,-0.001,0.001,-0.001
193,2022-04-16 15:11:44.256375,IERS2010 latitude +18.0851 N longitude 13.8820 E elevation 418562.1 m,34.8669,28.756,0.023,0.029,0.013,16.61,329.966,65.345,0.001,0.003,0.001
194,2022-04-16 15:11:48.425142,IERS2010 latitude +17.8804 N longitude 14.0486 E elevation 418562.1 m,34.8669,28.8264,0.02,0.03,0.014,16.406,329.895,64.517,-0.0,-0.002,0.002
195,2022-04-16 15:11:52.595242,IERS2010 latitude +17.6748 N longitude 14.2154 E elevation 418562.4 m,34.8669,28.9977,0.025,0.034,0.014,15.504,330.068,65.219,-0.0,0.001,-0.0
196,2022-04-16 15:11:56.755594,IERS2010 latitude +17.4693 N longitude 14.3815 E elevation 418563.1 m,34.8491,29.0559,0.019,0.034,0.015,15.479,329.607,64.966,-0.001,0.0,-0.001
197,2022-04-16 15:12:00.907011,IERS2010 latitude +17.2638 N longitude 14.5470 E elevation 418564.1 m,34.9025,28.652,0.019,0.03,0.016,14.848,329.122,64.922,-0.003,-0.001,0.001
198,2022-04-16 15:12:05.078415,IERS2010 latitude +17.0585 N longitude 14.7118 E elevation 418565.5 m,34.9203,28.8448,0.02,0.032,0.014,14.459,329.701,65.747,0.0,0.0,0.0
199,2022-04-16 15:12:09.233322,IERS2010 latitude +16.8523 N longitude 14.8768 E elevation 418567.2 m,34.9025,28.8142,0.02,0.032,0.016,14.223,329.785,66.282,-0.005,-0.003,-0.0
200,2022-04-16 15:12:14.400059,IERS2010 latitude +16.5967 N longitude 15.0807 E elevation 418569.9 m,34.8491,28.8784,0.02,0.031,0.015,15.004,329.499,65.191,-0.001,0.001,-0.001
201,2022-04-16 15:12:18.568836,IERS2010 latitude +16.3908 N longitude 15.2443 E elevation 418572.5 m,34.9203,28.9824,0.02,0.031,0.014,15.85,329.787,65.086,0.001,-0.002,-0.001
202,2022-04-16 15:12:22.726136,IERS2010 latitude +16.1841 N longitude 15.4080 E elevation 418575.4 m,34.7958,28.8509,0.019,0.034,0.012,14.986,329.291,65.432,-0.002,0.001,-0.001
203,2022-04-16 15:12:26.886031,IERS2010 latitude +15.9778 N longitude 15.5709 E elevation 418578.7 m,34.8314,28.8784,0.023,0.032,0.015,14.331,329.116,65.092,-0.001,-0.001,-0.0
204,2022-04-16 15:12:31.049828,IERS2010 latitude +15.7711 N longitude 15.7337 E elevation 418582.4 m,34.8669,29.0344,0.021,0.031,0.013,14.381,329.691,66.208,0.001,-0.002,-0.001
205,2022-04-16 15:12:35.222842,IERS2010 latitude +15.5642 N longitude 15.8961 E elevation 418586.4 m,34.7958,28.6857,0.021,0.03,0.014,13.933,329.619,66.239,-0.001,-0.002,0.0
206,2022-04-16 15:12:39.376189,IERS2010 latitude +15.3569 N longitude 16.0584 E elevation 418590.8 m,34.8314,28.7438,0.021,0.033,0.016,13.781,329.539,66.024,0.001,-0.0,-0.002
207,2022-04-16 15:12:43.537302,IERS2010 latitude +15.1502 N longitude 16.2197 E elevation 418595.6 m,34.9914,28.8509,0.02,0.032,0.014,14.056,329.69,65.778,0.001,-0.001,0.002
208,2022-04-16 15:12:47.696227,IERS2010 latitude +14.9429 N longitude 16.3811 E elevation 418600.8 m,34.9558,28.961,0.021,0.032,0.015,13.803,329.525,65.864,-0.001,-0.002,-0.0
209,2022-04-16 15:12:51.871445,IERS2010 latitude +14.7357 N longitude 16.5419 E elevation 418606.4 m,34.8491,29.1171,0.02,0.031,0.014,13.443,329.682,65.244,0.002,0.001,-0.002
210,2022-04-16 15:12:56.030253,IERS2010 latitude +14.5276 N longitude 16.7029 E elevation 418612.4 m,34.8491,28.8601,0.019,0.03,0.011,13.139,330.046,65.773,-0.003,0.0,-0.001
211,2022-04-16 15:13:00.186943,IERS2010 latitude +14.3200 N longitude 16.8632 E elevation 418618.7 m,34.938,29.1201,0.02,0.033,0.014,12.891,330.038,65.979,-0.001,-0.0,0.0
212,2022-04-16 15:13:04.360688,IERS2010 latitude +14.1124 N longitude 17.0230 E elevation 418625.4 m,34.8314,28.7621,0.021,0.031,0.013,12.187,329.925,65.917,0.001,0.0,-0.002
213,2022-04-16 15:13:08.511348,IERS2010 latitude +13.9041 N longitude 17.1829 E elevation 418632.6 m,34.8136,28.753,0.016,0.033,0.013,12.164,330.032,66.164,-0.001,0.001,-0.001
214,2022-04-16 15:13:12.671828,IERS2010 latitude +13.6962 N longitude 17.3421 E elevation 418640.1 m,34.8847,28.9304,0.019,0.03,0.012,12.221,330.289,66.054,0.002,-0.001,-0.003
215,2022-04-16 15:13:16.845793,IERS2010 latitude +13.4880 N longitude 17.5011 E elevation 418648.0 m,34.8136,28.7315,0.019,0.032,0.015,11.463,330.71,66.641,-0.002,0.001,0.001
216,2022-04-16 15:13:20.996838,IERS2010 latitude +13.2798 N longitude 17.6598 E elevation 418656.3 m,34.8491,28.8172,0.021,0.031,0.011,11.595,330.894,65.969,0.0,-0.001,-0.0
217,2022-04-16 15:13:25.142738,IERS2010 latitude +13.0719 N longitude 17.8177 E elevation 418665.0 m,34.8491,28.8386,0.018,0.033,0.011,11.901,331.198,65.67,-0.0,-0.0,-0.001
218,2022-04-16 15:13:29.301933,IERS2010 latitude +12.8639 N longitude 17.9754 E elevation 418674.1 m,34.9025,29.0467,0.02,0.03,0.014,11.285,331.426,65.496,-0.003,0.001,-0.0
219,2022-04-16 15:13:33.469477,IERS2010 latitude +12.6553 N longitude 18.1332 E elevation 418683.6 m,34.7958,28.8937,0.02,0.031,0.014,11.06,330.945,65.489,0.0,-0.001,0.0
220,2022-04-16 15:13:37.629346,IERS2010 latitude +12.4463 N longitude 18.2908 E elevation 418693.5 m,34.8136,28.7866,0.019,0.032,0.014,11.334,331.051,66.016,-0.0,-0.002,-0.001
221,2022-04-16 15:13:41.781245,IERS2010 latitude +12.2375 N longitude 18.4480 E elevation 418703.8 m,34.8491,28.9641,0.018,0.032,0.014,11.505,330.78,66.248,-0.001,0.001,-0.0
222,2022-04-16 15:13:45.956899,IERS2010 latitude +12.0289 N longitude 18.6047 E elevation 418714.5 m,34.9025,28.9947,0.018,0.031,0.015,11.893,330.713,65.754,0.004,0.003,0.001
223,2022-04-16 15:13:50.111194,IERS2010 latitude +11.8194 N longitude 18.7616 E elevation 418725.7 m,34.8136,28.9671,0.02,0.029,0.013,12.177,330.353,65.97,0.0,0.001,0.001
224,2022-04-16 15:13:54.271135,IERS2010 latitude +11.6104 N longitude 18.9179 E elevation 418737.2 m,34.8314,28.8692,0.021,0.032,0.012,12.267,330.479,66.882,-0.001,0.003,0.0
225,2022-04-16 15:13:58.439552,IERS2010 latitude +11.4010 N longitude 19.0742 E elevation 418749.2 m,34.9203,28.9702,0.019,0.032,0.015,12.311,330.155,67.249,-0.003,0.001,0.001
226,2022-04-16 15:14:02.596876,IERS2010 latitude +11.1913 N longitude 19.2302 E elevation 418761.5 m,34.8491,28.7285,0.025,0.03,0.015,13.157,329.824,66.747,0.002,0.001,-0.0
227,2022-04-16 15:14:06.749716,IERS2010 latitude +10.9820 N longitude 19.3857 E elevation 418774.3 m,34.9025,29.0222,0.023,0.029,0.014,12.777,329.767,66.241,0.001,-0.0,-0.001
228,2022-04-16 15:14:10.911788,IERS2010 latitude +10.7727 N longitude 19.5409 E elevation 418787.5 m,34.9025,28.9457,0.02,0.031,0.014,11.901,330.001,66.566,0.002,0.002,-0.001
229,2022-04-16 15:14:15.079534,IERS2010 latitude +10.5628 N longitude 19.6962 E elevation 418801.1 m,34.8314,28.7927,0.018,0.031,0.015,11.495,329.992,66.512,0.001,-0.0,-0.0
230,2022-04-16 15:14:19.236491,IERS2010 latitude +10.3528 N longitude 19.8513 E elevation 418815.2 m,34.8491,28.8692,0.024,0.029,0.012,10.667,330.141,66.931,-0.004,-0.002,0.001
231,2022-04-16 15:14:24.397936,IERS2010 latitude +10.0924 N longitude 20.0432 E elevation 418833.1 m,34.8847,28.805,0.02,0.03,0.014,10.101,329.531,67.197,-0.002,-0.001,-0.0
232,2022-04-16 15:14:28.580505,IERS2010 latitude +9.8823 N longitude 20.1977 E elevation 418848.1 m,34.7958,28.8876,0.02,0.033,0.014,9.67,328.836,67.087,-0.001,0.001,0.001
233,2022-04-16 15:14:36.640598,IERS2010 latitude +9.4747 N longitude 20.4966 E elevation 418878.4 m,34.9203,29.2394,0.02,0.032,0.019,9.763,329.233,65.897,0.003,-0.001,0.0
234,2022-04-16 15:14:40.817490,IERS2010 latitude +9.2644 N longitude 20.6504 E elevation 418894.6 m,34.7958,29.1844,0.02,0.032,0.016,9.214,329.483,65.691,-0.002,-0.002,0.001
235,2022-04-16 15:14:45.982784,IERS2010 latitude +9.0024 N longitude 20.8417 E elevation 418915.4 m,34.778,28.961,0.019,0.032,0.013,9.267,329.534,65.25,-0.004,0.001,-0.0
236,2022-04-16 15:14:50.141960,IERS2010 latitude +8.7922 N longitude 20.9949 E elevation 418932.6 m,34.8669,28.8692,0.02,0.031,0.014,9.477,329.124,65.096,0.0,-0.002,0.0
237,2022-04-16 15:14:54.295119,IERS2010 latitude +8.5819 N longitude 21.1478 E elevation 418950.1 m,34.8491,29.0344,0.019,0.031,0.016,9.371,328.795,64.11,0.0,-0.002,0.0
238,2022-04-16 15:14:58.459543,IERS2010 latitude +8.3713 N longitude 21.3007 E elevation 418968.2 m,34.938,29.0283,0.02,0.031,0.014,8.764,329.268,65.07,-0.002,-0.0,0.001
239,2022-04-16 15:15:02.629214,IERS2010 latitude +8.1607 N longitude 21.4535 E elevation 418986.6 m,34.9025,26.293,0.02,0.031,0.012,8.665,329.74,64.895,0.0,-0.0,0.001
240,2022-04-16 15:15:06.783479,IERS2010 latitude +7.9498 N longitude 21.6062 E elevation 419005.5 m,34.8847,28.8906,0.02,0.031,0.014,8.926,329.702,64.533,-0.003,-0.002,0.001
241,2022-04-16 15:15:10.937709,IERS2010 latitude +7.7391 N longitude 21.7585 E elevation 419024.8 m,34.7602,29.0191,0.019,0.029,0.016,8.706,330.011,63.567,-0.002,-0.002,0.001
242,2022-04-16 15:15:15.112728,IERS2010 latitude +7.5285 N longitude 21.9106 E elevation 419044.6 m,34.8669,28.8233,0.021,0.032,0.012,8.679,329.941,63.652,-0.002,-0.002,-0.001
243,2022-04-16 15:15:19.265814,IERS2010 latitude +7.3169 N longitude 22.0631 E elevation 419064.8 m,34.8491,29.0253,0.02,0.031,0.014,8.638,330.183,63.813,0.0,-0.001,-0.001
244,2022-04-16 15:15:23.419282,IERS2010 latitude +7.1064 N longitude 22.2147 E elevation 419085.4 m,34.8314,28.9274,0.02,0.032,0.014,9.131,330.332,63.53,-0.001,0.002,-0.001
245,2022-04-16 15:15:28.577413,IERS2010 latitude +6.8444 N longitude 22.4031 E elevation 419111.6 m,34.8847,28.7132,0.02,0.032,0.015,8.642,330.631,63.269,0.002,0.003,0.0
246,2022-04-16 15:15:32.751575,IERS2010 latitude +6.6339 N longitude 22.5542 E elevation 419133.1 m,34.778,28.7744,0.02,0.032,0.014,8.477,330.378,63.506,0.002,0.0,0.001
247,2022-04-16 15:15:36.910785,IERS2010 latitude +6.4221 N longitude 22.7060 E elevation 419155.2 m,34.8669,28.8998,0.019,0.03,0.012,8.331,329.963,63.231,-0.001,0.001,0.001
248,2022-04-16 15:15:41.070738,IERS2010 latitude +6.2110 N longitude 22.8573 E elevation 419177.7 m,34.8136,29.01,0.02,0.03,0.014,8.237,329.736,63.441,0.0,-0.0,0.001
249,2022-04-16 15:15:45.245445,IERS2010 latitude +5.9996 N longitude 23.0085 E elevation 419200.6 m,34.7602,29.062,0.019,0.031,0.013,8.612,329.994,63.325,0.001,-0.0,0.001
250,2022-04-16 15:15:49.396688,IERS2010 latitude +5.7877 N longitude 23.1599 E elevation 419224.0 m,34.8847,29.0375,0.021,0.031,0.015,8.086,329.983,63.15,0.001,-0.001,0.0
251,2022-04-16 15:15:53.542773,IERS2010 latitude +5.5770 N longitude 23.3103 E elevation 419247.7 m,34.7602,28.958,0.021,0.032,0.015,7.808,329.8,63.146,-0.002,-0.001,0.0
252,2022-04-16 15:15:57.702147,IERS2010 latitude +5.3660 N longitude 23.4607 E elevation 419271.8 m,34.7602,29.0344,0.02,0.031,0.014,7.477,330.104,62.391,0.002,-0.001,-0.0
253,2022-04-16 15:16:01.844894,IERS2010 latitude +5.1549 N longitude 23.6111 E elevation 419296.4 m,34.8136,29.1905,0.023,0.03,0.014,7.312,329.736,62.306,-0.002,-0.002,0.001
254,2022-04-16 15:16:05.996658,IERS2010 latitude +4.9449 N longitude 23.7606 E elevation 419321.3 m,34.8136,29.0589,0.02,0.031,0.017,7.003,329.822,62.479,-0.001,-0.001,0.001
255,2022-04-16 15:16:10.149674,IERS2010 latitude +4.7330 N longitude 23.9113 E elevation 419346.9 m,34.8669,29.2517,0.02,0.03,0.013,7.049,329.446,62.279,0.0,0.0,0.002
256,2022-04-16 15:16:14.311652,IERS2010 latitude +4.5216 N longitude 24.0614 E elevation 419372.8 m,34.8669,29.2333,0.02,0.031,0.015,6.082,329.456,62.993,-0.002,-0.001,-0.002
257,2022-04-16 15:16:18.483506,IERS2010 latitude +4.3100 N longitude 24.2117 E elevation 419399.2 m,34.778,28.8417,0.019,0.031,0.014,5.91,329.663,63.096,-0.005,0.0,0.0
